case_id,title,url,date,language
7320,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2019/20190919_2017-No.-793-JR_judgment.pdf,"30-sep-19,",en
7319,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181126_500-06_application.pdf,"2-oct-19,Case document",en
7318,Case document,http://climatecasechart.com/non-us-case/hj-banks-co-v-secretary-of-state-for-housing-communities-and-local-government/,27-mar-2019,en
7317,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181126_Not-Available_press-release.pdf,24-apr-2019,en
7316,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181217_NA_na.pdf,"26-apr-2019,Case document",en
7315,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20181025_0027117-R-SP_complaint.pdf,24-apr-2019,en
7314,Case document,http://climatecasechart.com/non-us-case/gloucester-resources-limited-v-minister-for-planning/?cn-reloaded=1,27-mar-2019,en
7313,Case document,http://climatecasechart.com/non-us-case/eu-biomass-plaintiffs-v-european-union/?cn-reloaded=1&cn-reloaded=1,"27-mar-2019,",en
7312,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180913_C65807_points-of-claim-1.pdf,"17-jun-2019,Case document",en
7311,Case document,http://climatecasechart.com/non-us-case/greenpeace-canada-v-minister-of-the-environment-conservation-and-parks-lieutenant-governor-in-council/,11-oct-18,en
7310,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180806_2019-EWHC-1070-Admin_complaint-1.pdf,"2-oct-19,Case document",en
7309,Case document,http://climatecasechart.com/non-us-case/mcveigh-v-retail-employees-superannuation-trust/?cn-reloaded=1,7-sep-18,en
7308,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170704_WAI-2607_application-1.pdf,25-jul-18,en
7307,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170325_Original-Application-No.-___-of-2017_petition-1.pdf,25-jul-18,en
7306,Case document,http://climatecasechart.com/non-us-case/greenpeace-indonesia-and-others-v-bali-provincial-governor/,24-jul-18,en
7304,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2018/20180129_11001-22-03-000-2018-00319-00_complaint-1.pdf,"20-may-19,Case document",en
7360,Case document,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/05/20180524_Case-no.-T-18_application-1.pdf,"31-may-18,Case document",en
7305,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/non-us-case/request-advisory-opinion-inter-american-court-human-rights-concerning-interpretation-article-11-41-51-american-convention-human-rights/?preview_id=6520&preview_nonce=2a35f83a1a&preview=true,27-feb-18,en
7303,Case document,http://climatecasechart.com/non-us-case/plan-b-earth-others-v-secretary-state-business-energy-industrial-strategy/,"6-feb-18,Case document",en
7302,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20171121_2017-No.344-JR_judgment.pdf,30-Nov-2017,en
7301,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20150828_Civil-Suit-No.-283-of-2012_complaint.pdf,18/10/2017,en
7300,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170830_2017-CSOH-113_decision-1.pdf,16/10/2017,en
7299,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170905_Case-no.-5408717_petition.pdf,,en
7298,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170905_Case-no.-6156117_petition.pdf,,en
7297,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2017/20170807_No.-VID-__-of-2017_complaint.pdf,25/08/2017,en
7296,Case document,http://www.austlii.edu.au/au/cases/qld/QLRT/2007/33.html,,en
7295,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2001/922.html,,en
7294,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2007/2454.html,,en
7293,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2014/360.html,,en
7292,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/1324.html,,en
7291,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1348.html,,en
7290,Case document,https://www.caselaw.nsw.gov.au/decision/5897f721e4b0e71e17f56b92,,en
7289,Case document,"http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2009/1946.html,Case document",http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/522.html,en
7288,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2011/1230.html,,en
7287,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1549.html,,en
7286,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/nsw/NSWLEC/2016/1527.html,,en
7285,Case document,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VCAT/2010/1320.html,,en
7284,Case document,http://www.austlii.edu.au/au/cases/vic/VCAT/2010/634.html,,en
7283,Case document,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1042,,en
7282,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2016/20160927_2016-QCA-242_decision-1.pdf,,en
7281,Case document,http://earthjustice.org/sites/default/files/AAC_PETITION_13-04-23a.pdf,23/08/2017,en
7273,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20170202_W109-2000179-1291E_decision-1.pdf,"2-oct-19,Case document",en
7253,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2017/20171130_Case-No.-2-O-28515-Essen-Regional-Court_press-release.pdf,1-dec-2017,en
7251,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2016/20161018_16-166674TVI-OTIR06_petition-1.pdf,"16-aug-18,Case document",en
7227,Case document,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/03/au_cases_cth_FCA_2016_1042.pdf,"5-mar-18,Case document",en
7225,Case document,https://www.tib.eu/en/search/id/BLSE%3ARN110952491/Wigan-Metropolitan-Borough-Council-v-Secretary/?tx_tibsearch_search%5Bsearchspace%5D=tn,11/4/2016,en
7224,Case document,http://www.dnsrsearch.com/index.php?origURL=Case document,http%3A//www.pcs.planningportal.gov.uk/pcsportal/fscdav/READONLY%3FOBJ%3DCOO.2036.300.12.3856248%26NAME%3D/Decision%2520Letter.pdf&r=&bc=,en
7223,Case document,http://www.scotcourts.gov.uk/search-judgments/judgment?id=61f6daa6-8980-69d2-b500-ff0000d74aa7,11/4/2016,en
7222,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2007/2288.html,11/4/2016,en
7221,Case document,http://www.scotcourts.gov.uk/search-judgments/judgment?id=608b8aa6-8980-69d2-b500-ff0000d74aa7,11/4/2016,en
7220,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2014/3677.html,11/4/2016,en
7218,Case document,http://leo.informea.org/court-decision/ardagh-glass-ltd-v-chester-city-council-anor,11/4/2016,en
7217,Case document,https://www.unece.org/fileadmin/DAM/env/pp/a.to.j/Jurisprudence_prj/UNITED_KINGDOM/Littlewood/LittlewoodJudgment.pdf,11/.04/2016,en
7216,Case document,http://g8fip1kplyr33r3krz5b97d1.wpengine.netdna-cdn.com/wp-content/uploads/2016/12/Judgement_ETS_Swiss.pdf,18/02/2017,en
7215,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20091020_2009-EWHC-3020_judgment.pdf,23/08/2017,en
7214,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2017/121.html,28/08/2017,en
7212,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2013/3958.html,11/4/2016,en
7211,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2015/3.html,11/4/2016,en
7210,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2015/292.html,11/4/2016,en
7209,Case document,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/allocationsdevelopmentmanagmentoptionsreport/allocationsanddmdpo-examination/Appeal%20Decision%20North%20Gate.pdf,11/4/2016,en
7206,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2014/2006.html,11/4/2016,en
7205,*,,,en
7204,*,,,en
7203,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2012/3642.html,11/4/2016,en
7202,Case document,http://www.courtsni.gov.uk/en-GB/Judicial%20Decisions/PublishedByYear/Documents/2013/[2013]%20NIQB%2024/j_j_TRE8779Final.htm,11/4/2016,en
7201,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2007/20070806_2007-EWHC-1957_judgment-1.pdf,23/08/2017,en
7200,Case document,http://www.bailii.org/ew/cases/EWCA/Civ/2012/1473.html,"11/4/2016,Case document",en
7199,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2007/311.html,11/4/2016,en
7198,Case document,http://www.bailii.org/cgi-bin/markup.cgi?doc=/uk/cases/UKEAT/2009/0219_09_0311.html&query=title+(+grainger++and+employment&method=boolean,11/4/2016,en
7197,Case document,http://high-court-justice.vlex.co.uk/vid/-52634946,11/4/2016,en
7195,Case document,http://www.bailii.org/ew/cases/EWHC/Comm/2012/1201.html,11/4/2016,en
7194,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/1994/19941206_1995-10-P.A.D.-243_decision-1.pdf,23/08/2017,en
7193,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/1994/19941201_1995-10-P.A.D.-255_decision.pdf,23/08/2017,en
7192,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/1994/19941206_1995-10-P.A.D.-267_decision.pdf,23/08/2017,en
7190,Case document,http://www.bailii.org/ew/cases/EWHC/Ch/2014/3049.html,11/1/2016,en
7188,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2013/3293.html,11/4/2016,en
7187,*,,,en
7186,*,,,en
7184,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090313_2009-EWHC-463_judgment.pdf,23/08/2017,en
7185,Case document,http://www.bailii.org/ew/cases/EWHC/Admin/2009/308.html,11/4/2016,en
7183,Case document,http://www.bailii.org/ew/cases/EWHC/Ch/2012/10.html,11/1/2016,en
7181,*,,,en
7180,*,,,en
7179,Case document,http://epl.org.ua/en/law-posts/natsionalne-agentstvo-ekologichnyh-investytsij-dostup-do-informatsiyi-v-natsionalnomu-elektronnomu-reyestri-antropogennyh-vykydiv-2/,27-feb-18,en
7178,*,,,en
7177,Case document,http://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2015:7196,"2-oct-19,Case document",en
7176,Case document,http://climatecasechart.com/non-us-case/union-of-swiss-senior-women-for-climate-protection-v-swiss-federal-parliament/,5-aug-19,en
7175,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2010/20100304_Appeal-No.-212007_judgment.pdf,23/08/2017,en
7174,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090706_Appeal-No.-982005_judgment.pdf,23/08/2017,en
7173,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081203_Appeal-No.-3222005_judgment.pdf,23/08/2017,en
7172,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081202_Appeal-No.-2592005_judgment.pdf,23/08/2017,en
7171,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081119_Appeal-No.-3182005_judgment.pdf,23/08/2017,en
7169,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090717_Appeal-No.-1032005_judgment.pdf,23/08/2017,en
7168,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090715_Appeal-No.-1192004_judgment.pdf,23/08/2017,en
7167,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2009/20090529_Appeal-No.-3032005_judgment.pdf,23/08/2017,en
7166,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081203_Appeal-No.-3152005_judgment.pdf,23/08/2017,en
7165,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081118_Appeal-No.-3322006_judgment-1.pdf,23/08/2017,en
7164,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20081006_Appeal-No.-1002005_judgment-1.pdf,23/08/2017,en
7163,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2008/20080930_Appeal-No.-1192004_judgment.pdf,23/08/2017,en
7162,Case document,http://www.greenpeace.org/seasia/ph/PageFiles/105904/Climate-Change-and-Human-Rights-Complaint.pdf,11/4/2016,en
7161,Case document,http://edigest.elaw.org/sites/default/files/pk.leghari.090415.pdf,"11/4/2016,Case document",en
7160,Case document,https://web.law.columbia.edu/sites/default/files/microsites/climate-change/files/Resources/Non-US-Climate-Change-Litigation-Chart/pakistanyouthclimatepetition.pdf,11/1/2016,en
7158,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2005/20051130_FHCBCS5305_judgment-1.pdf,23/08/2017,en
7157,Case document,http://www.courtsofnz.govt.nz/cases/west-coast-ent-inc-v-buller-coal-ltd,11/4/2016,en
7156,Case document,http://files.ecan.govt.nz/public/lwrp/hearing-evidence/doc/UnisonNetworksLtdvHastingsDistrictCouncilHCWellingtonCIV-2007-485-89611Dec072011NZRMA394.pdf,11/4/2016,en
7155,Case document,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2015/20151110_CIV-2015-___complaint.pdf,11/4/2016,en
7154,Case document,http://www.nzlii.org/cgi-bin/sinodisp/nz/cases/NZHC/2012/2156.html?query=royal%20Forest%20and%20Bird%20Protection%20Society%20of%20New%20Zealand%20Incorporated%20near%20Buller%20Coal%20Limited,11/4/2016,en
7153,Case document,http://www.nzlii.org/cgi-bin/sinodisp/nz/cases/NZEnvC/2007/87.html?query=title(%222007%20NZEnvC%2087%22,11/4/2016,en
7151,Case document,http://www.nzlii.org/cgi-bin/download.cgi/cgi-bin/download.cgi/download/nz/cases/NZHC/2012/2297.pdf,11/4/2016,en
7150,Case document,http://www.pncc.govt.nz/content/48565/Motorimu%20EC%20Decisiona.pdf,11/4/2016,en
7149,Case document,http://www.nzlii.org/nz/cases/NZEnvC/2007/128.html,11/4/2016,en
7148,Case document,https://forms.justice.govt.nz/search/IPT/Documents/Deportation/pdf/rem_20140604_501370.pdf,11/4/2016,en
7147,Case document,http://www.nzlii.org/cgi-bin/sinodisp/nz/cases/NZHC/2011/1702.html?query=Imported%20Motor%20Vehicle%20Industry%20Association%20Incorporated%20v%20Minister%20of%20Transport,11/4/2016,en
7146,Case document,http://www.nzlii.org/nz/cases/NZHC/2006/1212.pdf,11/4/2016,en
7145,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2002/20020521_2002-11-NZRMA-492_judgment-1.pdf,11/4/2016,en
7144,Case document,http://www.nzlii.org/cgi-bin/sinodisp/nz/cases/NZEnvC/2009/293.html?query=title(%222009%20NZEnvC%20293%22,11/4/2016,en
7143,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2015/20150720_2015-NZSC-107_judgment-1.pdf,23/08/2017,en
7142,Case document,http://www.courtsofnz.govt.nz/cases/greenpeace-new-zealand-inc-v-genesis-power-ltd,11/1/2016,en
7141,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2005/20050907_2005-NRRMA-541_judgment-1.pdf,23/08/2017,en
7140,Case document,http://www.courts.ie/Judgments.nsf/0/59901538DB4C321780257EE700362A4C,11/4/2016,en
7139,Case document,http://wordpress2.ei.columbia.edu/climate-change-litigation/files/non-us-case-documents/2016/20160509_Application-No.-237-THC2013-CWPIL-No.-15-of-2010-_decision.pdf,,en
7137,Case document,http://www.presse.sachsen-anhalt.de/index.php?cmd=get&id=874572&identifier=019e081b540341619084276e8ee58e00,11/4/2016,en
7135,*,,,en
7134,Case document,https://www.global-regulation.com/translation/france/1874531/decision-no.-2010-622-december-28%252c-2010-dc.html,11/4/2016,en
7132,Case document,http://curia.europa.eu/juris/document/document.jsf,,en
7132,jsessionid=9ea7d0f130d5c86283c9d5d5497b8877a8f3debe0aee.e34KaxiLc3eQc40LaxqMbN4OahuOe0?text=&docid=142213&pageIndex=0&doclang=en&mode=lst&dir=&occ=first&part=1&cid=385786,11/4/2016,,en
7131,Case document,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A62007CJ0127,11/4/2016,en
7130,Case document,http://curia.europa.eu/juris/document/document.jsf?text=&docid=162532&pageIndex=0&doclang=EN&mode=req&dir=&occ=first&part=1&cid=586939,11/4/2016,en
7129,Case document,"http://curia.europa.eu/juris/liste.jsf?language=en&jur=C,T,F&num=T-370/11&td=ALL",11/4/2016,en
7128,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=T-183/07,11/4/2016,en
7127,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=T-263/07,11/4/2016,en
7126,Case document,http://ec.europa.eu/dgs/legal_service/arrets/04c217_en.pdf,11/4/2016,en
7125,Case document,http://curia.europa.eu/juris/document/document.jsf?text=&docid=152657&pageIndex=0&doclang=en&mode=req&dir=&occ=first&part=1&cid=415398,11/4/2016,en
7124,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0195:EN:HTML,11/4/2016,en
7123,Case document,http://curia.europa.eu/juris/document/document.jsf,,en
7123,jsessionid=9ea7d2dc30dbb1ea5de0e8f84afa8e84a9b818538d7c.e34KaxiLc3qMb40Rch0SaxuMahv0?text=&docid=143190&pageIndex=0&doclang=EN&mode=lst&dir=&occ=first&part=1&cid=780724,11/4/2016,,en
7122,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0197:EN:HTML,11/4/2016,en
7121,Case document,http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62013CJ0066&from=EN,11/4/2016,en
7120,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0193:EN:HTML,11/4/2016,en
7119,Case document,http://curia.europa.eu/juris/document/document.jsf?text=&docid=119426&pageIndex=0&doclang=en&mode=lst&dir=&occ=first&part=1&cid=1013205,11/4/2016,en
7118,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:C:2007:283:0027:0027:EN:PDF,11/4/2016,en
7116,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62011CJ0267:EN:HTML,11/4/2016,en
7115,Case document,http://curia.europa.eu/juris/document/document.jsf?docid=157525&mode=req&pageIndex=1&dir=&occ=first&part=1&text=&doclang=EN&cid=249534,"11/4/2016,Case document",en
7113,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0196:EN:HTML,11/4/2016,en
7112,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62006B0130:EN:HTML,11/4/2016,en
7111,Case document,http://curia.europa.eu/juris/liste.jsf?language=en&num=C-122/05,11/4/2016,en
7108,Case document,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A62007TB0198,11/1/2016,en
7109,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0203:EN:HTML,11/1/2016,en
7107,Case document,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:62007TO0199,11/1/2016,en
7106,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0241:EN:HTML,11/1/2016,en
7105,Case document,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A62014CJ0148,11/4/2016,en
7104,Case document,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:62007B0208:EN:HTML,11/1/2016,en
7103,Case document,http://web.law.columbia.edu/sites/default/files/microsites/climate-change/files/Resources/Non-US-Climate-Change-Litigation-Chart/borealis_polyolefine_gmbh_2d_chamber_2016-04-28.pdf,11/1/2016,en
7102,Case document,http://curia.europa.eu/juris/document/document.jsf,,en
