law_id,title,url,date,language
9171,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9171.pdf,21-9-19,en
9159,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9159.pdf,21-9-19,en
9155,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9155.pdf,21-9-19,en
9153,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9153.pdf,21-9-19,en
9147,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9147.pdf,21-9-19,en
9143,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9143.pdf,21-9-19,en
9139,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9139.pdf,21-9-19,en
9133,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9133.pdf,21-9-19,en
9111,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9111.pdf,21-9-19,en
9107,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9107.pdf,21-9-19,en
9101,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9101.pdf,21-9-19,en
9099,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9099.pdf,21-9-19,en
9095,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9095.pdf,21-9-19,en
9087,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9087.pdf,21-9-19,en
9059,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9059.pdf,21-9-19,en
9053,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9053.pdf,21-9-19,en
9047,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9047.pdf,21-9-19,en
9045,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9045.pdf,20-9-19,en
9043,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9043.pdf,20-9-19,en
9027,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9027.pdf,20-9-19,en
9017,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9017-1.pdf,19-9-19,en
9015,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9015.pdf,19-9-19,en
9019,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9017.pdf,19-9-19,en
9007,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9007.pdf,19-9-19,en
9005,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9005.pdf,19-9-19,en
9003,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/9003.pdf,19-9-19,en
8999,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8999.pdf,19-9-19,en
8983,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8983.pdf,19-9-19,en
8981,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8981.pdf,91-9-19,en
8979,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8979.pdf,19-9-19,en
8977,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8977.pdf,19-9-19,en
8975,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8975.pdf,19-9-19,en
8973,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8973.pdf,18-9-19,en
8971,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8971.pdf,18-9-19,en
8967,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8967.pdf,18-9-19,en
8969,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8969.pdf,18-9-19,en
8959,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8959.pdf,18-9-19,en
8955,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8955.pdf,18-9-19,en
8953,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8953.pdf,18-9-19,en
8951,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8951-1.pdf,18-9-19,en
8949,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8949.pdf,18-9-19,en
9229,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/HKAiRUcuAgj_joe-20181124-0272-0001.pdf,17-sep-19,en
9225,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/dossier_de_presse_-_plan_velo_-_vendredi_14_septembre_2018.pdf,17-sep-19,en
8943,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8943.pdf,17-9-19,en
8945,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8945.pdf,17-9-19,en
8937,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8937.pdf,17-9-19,en
8927,"Full text, Fusion Energy Development Act (PDF)",http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8927.pdf,17-9-19,en
8927,"Full text, Nuclear Energy Promotion Act (PDF)",http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8931.pdf,17-9-19,en
8929,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8929.pdf,17-9-19,en
8925,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8925.pdf,17-9-19,en
8921,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8921.pdf,17-8-19,en
8917,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8917.pdf,17-9-19,en
8915,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8915.pdf,17-9-19,en
8903,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8903.pdf,16-9-19,en
8891,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8891.pdf,16-9-19,en
8891,Full text (English) (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8891-English.pdf,16-9-19,en
8887,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8887.pdf,16-9-19,en
8887,Full text (English) (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8887-English.pdf,16-9-19,en
8889,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/8889.pdf,16-9-19,en
9219,Full text (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/Ministry-of-Energy-RE-ROADMAP-2030-FINAL-PROOF.pdf,7-sep-19,en
9217,Link to official website,https://www.indiabudget.gov.in/keytoBudDoc.php,7-sep-19,en
9217,Official summary (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/official-summary-budget-19-20.pdf,7-sep-19,en
9215,Full text (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/decree-law-76-2019.pdf,7-sep-19,en
9213,Full text (pdf),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/ukrainerenewableslaw.pdf,7-sep-19,en
9211,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/27535.pdf,7-sep-19,en
9205,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/Crown-Minerals-Amendment-Act-2019.pdf,7-sep-19,en
9203,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/b19-wellbeing-budget.pdf,7-sep-19,en
9207,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/nzeecs-2017-2022.pdf,7-sep-19,en
9197,Decree 476/2019,https://www.boletinoficial.gob.ar/detalleAviso/primera/211142/20190711,5-sep-19,en
9197,Decree 548/2019,https://www.boletinoficial.gob.ar/detalleAviso/primera/213104/20190808,5-sep-19,en
9195,Link to law,https://lege5.ro/Gratuit/gmztonbvgu4q/legea-nr-117-2019-pentru-modificarea-si-completarea-legii-nr-50-1991-privind-autorizarea-executarii-lucrarilor-de-constructii,5-sep-19,en
9187,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/BOE-A-2019-5089.pdf,5-sep-19,en
9018,Royal Decree-Law No. 10/2017,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_10jun17.pdf,19/08/2019,en
9191,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/DECRETO-PARA-ESTABLECER-LA-POL%C3%8DTICA-NACIONAL-DE-MITIGACI%C3%93N-Y-ADAPTACI%C3%93N-AL-CAMBIO-CLIM%C3%81TICO-Y-DE-CRE.pdf,5-sep-19,en
9189,full text (link to official website),http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&caller=summary&pub_date=19-03-29&numac=2019030319,5-sep-19,en
8818,Water Resources Board Act,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/Water_board.pdf,,en
9193,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/09/Perpres-Nomor-55-Tahun-2019-Salinan.pdf,5-sep-19,en
8791,Full text (PDF),https://www.ifrc.org/docs/idrl/502EN.pdf,26/4/19,en
9022,Royal Decree No. 18/2016,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_22ene16.pdf,22/01/2016,en
9024,Royal Decree No. 19/2016,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_22ene16-1.pdf,18/08/2019,en
9146,CC Adaptation Levy,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Plastic_bags_2017.pdf,20/08/2019,en
8838,Water Regulation,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Water_regulation.pdf,06/07/2019,en
8800,Integrated Coastal Management Act (2008),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/coastal_mgmt.pdf,21/06/2019,en
8800,Integrated Coastal Management Act Amendment (2014),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/Coastal_amendment.pdf,21/06/2019,en
8982,Royal Decree No. 6/2018,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_22en19.pdf,18/08/2019,en
8894,Resolution No. 130/09 ,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Food_security.pdf,8/08/2019,en
8834,Disaster Management Rules and Regulation,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Disaster-regulation.pdf,6/07/2019,en
8795,Full text (Japanese) (PDF),http://www.bousai.go.jp/taisaku/choui/pdf/siryo2-1.pdf,26-4-19,en
8757,Full text (PDF) (Spanish),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/12/8757.pdf,07/12/2018,en
8763,Full text (PDF) (Swedish),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/12/8763-1.pdf,11-12-18,en
8794,full text (PDF) (Japanese),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/D9578.pdf,30/07/2019,en
8792,Full text in Portuguese (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/PNA_Volume-I.pdf,30/07/2019,pt
8792,Full translated text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/PNA_Volume-I_EN.pdf,30/07/2019,en
8792,Plan Vol. II - English,http://www.mma.gov.br/images/arquivo/80182/BOOK_PNA_Volume%20II%20v4.pdf,30/07/2019,en
8792,Plan Vol. II - Portuguese,http://www.mma.gov.br/images/arquivo/80182/LIVRO_PNA_Plano%20Nacional_V2_copy_copy.pdf,30/07/2019,pt
8797,Full text (PDF),https://www.ifrc.org/docs/IDRL/Japan_DMAct_1961.pdf,30/4/2019,en
8798,Disaster Management Act (2003),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/Disaster_management.pdf,21/06/2019,en
8798,Disaster Management Act Amendment (2015),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/disaster_amendment.pdf,21/06/2019,en
8799,Full text (PDF) (Japanese),http://www.bousai.go.jp/taisaku/keikaku/pdf/kihon_basic_plan180629.pdf,1-5-19,en
8826,Emergency Powers Act ,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Hurricane_earthquake.pdf,3/07/2019,en
8826,Disaster Management Act,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Disaster_mgm.pdf,,en
8842,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Disaster_reg_mgm_commission.pdf,06/07/2019,en
8861,Full text (PDF) (Arabic),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8861.pdf,10-jul-2019,en
8865,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8865.pdf,10-jul-19,en
8872,PGUIRH,http://extwprlegs1.fao.org/docs/pdf/ang154243.pdf,13/07/2019,en
8878,Statute of the Ministry of Environment (MINAMB),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Presidential-Decree-4518.pdf,23/07/2019,en
8884,full text (Norwegian) (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Rural_electrification.pdf,8/08/2019,en
8887,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/8887.pdf,26-8-2019,en
8888,full text (Norwegian) (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Biofuels_Strategy.pdf,8/08/2019,en
8896,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Lei_272015.pdf,8/08/2019,en
8900,Angola Energy 2025,http://www.angolaenergia2025.com/sites/default/files/editor/livro_angola_energia_2025_baixa.pdf,8/08/2019,en
8902,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/DRM_policy.pdf,8/08/2019,en
8906,Environment Protection Agency Act,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/lbr61872.pdf,11/08/2019,en
8952,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Flood_Law.pdf,16/08/2019,en
8954,Drainage ordinance,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Drainage_flood_prevention_authorities.pdf,,en
9054,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Ley_embalses_crecidas.pdf,19/08/2019,en
9084,Decree No. 4.819 ,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_4919_2010.pdf,20/08/2019,en
9226,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Arrete_990277_1999.pdf,22/08/2019,en
9130,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2858_2016.pdf,20/08/2019,en
9192,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Arrete_9048_2010.pdf,20/08/2019,en
9208,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decree_2013_163.pdf,22/08/2019,en
9224,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Public_health_act.pdf,22/08/2019,en
9324,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Norma-70_2011.pdf,26/08/2019,en
8916,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Water_Act.pdf,11/08/2019,en
8920,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2_18.pdf,15/08/2019,en
8924,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Law_48_15.pdf,15/08/2019,en
8930,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Law_11_03.pdf,15/08/2019,en
8809,Full text (PDF),http://extwprlegs1.fao.org/docs/pdf/jap158113.pdf,26-4-19,en
8816,Disaster Management Act 2005,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/06/Disaster_mgmt.pdf,22/06/2019,en
8832,Disaster Management Act,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Disaster_mgm_Act.pdf,5/07/2019,en
8843,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8843.pdf,08/09/19,en
8850,Rural electrification,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/Rural_alictrification.pdf,,en
8863,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8863.pdf,10/07/19,en
8874,CC Conference,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/CC_conference.pdf,16/07/2019,en
8875,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/07/8875.pdf,11-jul-19,en
8887,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Myanmar-CC-Policy.pdf,5-aug-19,en
8889,Full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Ireland-CAP.pdf,5-aug-19,en
8960,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/National_plan_Paris_agreement.pdf,16/08/2019,en
8980,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/pand_agosto_2008_tcm30-177181.pdf,18/08/2019,en
8980,Order (full text),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Orden_Desertificacion.pdf,30-aug-19,en
9096,Resolution No. 453,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Res_453_2013.pdf,20/08/2019,en
8945,Link to governmental website,http://pravo.gov.ru/proxy/ips/?docbody=&nd=102356583&rdk=,5-aug-19,en
8986,Royal Decree No. 163/2014,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE29mar2014.pdf,18/08/2019,en
8994,full text (pdf),https://boe.es/buscar/pdf/2007/BOE-A-2007-21493-consolidado.pdf,30-aug-19,en
8994,decree (full text),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_11jun10.pdf,18/08/2019,en
9026,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_12nov16.pdf,18/08/2019,en
9028,Law No. 17/2015,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/BOE_10jul15.pdf,18/08/2019,en
9040,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_52_2018.pdf,19/08/2019,en
9042,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_87_2008.pdf,19/08/2019,en
9050,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decree_31ene2009.pdf,19/08/2019,en
9052,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_156_2002.pdf,18/08/2019,en
9056,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_74_Comite_EE.pdf,18/08/2019,en
9058,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_134_2017.pdf,18/08/2019,en
9060,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/DTO-336_12-ABR-2006.pdf,29-aug-19,en
9064,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Adaptacion_Salud.pdf,19/08/2019,en
9066,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_1_2013.pdf,19/08/2019,en
9066,Amendment - link to governmental website,http://www.retc.cl/se-publica-en-diario-oficial-la-modificacion-del-reglamento-retc/,29-aug-19,en
9068,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_360_2017.pdf,19/08/2019,en
9070,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/rutaenergetica2018-2022.pdf,19/08/2019,en
9090,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_308_2016.pd,20/08/2019,en
9094,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decreto_1807_2014.pdf,20/08/2019,en
9098,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Res_10043_Defensa_Desastres.pdf,20/08/2019,en
9102,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_4147_2011.pdf,20/08/2019,en
9110,full text from governmental website (PDF),http://www.minambiente.gov.co/images/cambioclimatico/pdf/Politica_Nacional_de_Cambio_Climatico_-_PNCC_/PNCC_Politicas_Publicas_LIBRO_Final_Web_01.pdf,20/08/2019,en
9112,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_25558_ComCC.pdf,20/08/2019,en
9114,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2914_2016.pdf,20/08/2019,en
9118,Supreme Decree No. 2.472 of 2015,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2472_2015.pdf,21/08/2019,en
9118,Supreme Decree No. 2.854 (amendment),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2854_2016.pdf,21/08/2019,en
9120,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_2342_2015.pdf,20/08/2019,en
9124,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Ley_6022014.pdf,21/08/2019,en
9126,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Seguro_Agrario_Pachamama.pdf,21/08/2019,en
9128,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_26739_2002.pdf,21/08/2019,en
9132,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/517_1996.pdf,20/08/2019,en
9134,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Act_682_2004.pdf,20/08/2019,en
9142,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Adaptation_Strategy.pdf,20/08/2019,en
9144,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/DRM_Act.pdf,20/08/2019,en
9148,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Act_36_2017.pdf,20/08/2019,en
9150,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/DMR_Act.pdf,20/08/2019,en
9158,CDM,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/CDM_Decree.pdf,20/08/2019,en
9162,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decree_DRM.pdf,20/08/2019,en
9164,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Plan_DRM.pdf,20/08/2019,en
9166,full text (PDF),http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Action_plan_DRM.pdf,20/08/2019,en
9168,Decree No. 2016-862,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Decree_862_2016.pdf,20/08/2019,en
